energy,particle,centrality,nq,mass,pt,v2,mt_minus_m0_over_nq,v2_over_nq,stat_over_nq,syst_over_nq,glob_over_nq,source,source_doi,table,table_doi
27.0,Xi-,0-80%,3,1.32171,0.8295,0.0305975,0.0795782239708216,0.010199166666666667,0.0018686766666666666,0.0019370666666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xi-,0-80%,3,1.32171,1.1055,0.0580488,0.13379414834145065,0.019349599999999998,0.0018150566666666668,0.0012000566666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xi-,0-80%,3,1.32171,1.2955,0.0668566,0.17634324566569148,0.022285533333333333,0.0016871633333333334,0.0009636233333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xi-,0-80%,3,1.32171,1.5925,0.0922949,0.2492748758074367,0.030764966666666668,0.0012861433333333334,0.0008156366666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xi-,0-80%,3,1.32171,2.0925,0.120636,0.3844198029066783,0.040212,0.0014861033333333333,0.00049914,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xi-,0-80%,3,1.32171,2.8565,0.140989,0.6085836045837669,0.046996333333333334,0.0041625,0.0019572033333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xibar+,0-80%,3,1.32171,0.8315,0.0231549,0.0799329164290159,0.0077183,0.0026941033333333334,0.0018787966666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xibar+,0-80%,3,1.32171,1.1055,0.0548872,0.13379414834145065,0.01829573333333333,0.00272802,0.0015849033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xibar+,0-80%,3,1.32171,1.3955,0.0741892,0.20011865502502676,0.024729733333333333,0.0018449666666666665,0.0008422433333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xibar+,0-80%,3,1.32171,1.9065,0.101518,0.33271013998809007,0.03383933333333333,0.0018196733333333333,0.0009995033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,Xibar+,0-80%,3,1.32171,2.6705,0.13948,0.5526563686312623,0.04649333333333333,0.004618466666666667,0.00149698,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,0.315,0.000415428,0.017155001303492828,0.000138476,0.0005024666666666667,0.00021635433333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,0.495,0.00988674,0.04085565731117713,0.0032955799999999998,0.000212832,0.0005209933333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,0.705,0.0241081,0.07844868009576429,0.008036033333333333,0.000179503,0.00030589866666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,0.885,0.0414571,0.11717538543437082,0.013819033333333333,0.000183329,0.00033467333333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,1.095,0.0628851,0.16791109675656032,0.0209617,0.000207169,0.00033118966666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,1.275,0.0811606,0.21491883338474152,0.027053533333333334,0.00025132633333333333,0.00030034433333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,1.485,0.0985156,0.2727698936358162,0.03283853333333333,0.00031714966666666666,3.120086666666667e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,1.695,0.11376,0.3330306581781657,0.03792,0.00041587,5.1666666666666664e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,1.875,0.125846,0.3861290142652505,0.04194866666666667,0.0005119166666666667,3.8487e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,2.085,0.138131,0.449372657641073,0.04604366666666667,0.00068977,0.00035592,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,2.295,0.145702,0.5137062891943293,0.04856733333333333,0.0009341633333333333,0.00022862633333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,2.475,0.153858,0.5695363343761369,0.051286,0.0013037200000000002,0.000131042,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,2.685,0.159991,0.635315507863042,0.053330333333333334,0.00185188,0.0004957833333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,2.955,0.162908,0.7207038934166631,0.054302666666666666,0.00216138,8.770033333333334e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pbar,0-80%,3,0.93827208816,3.435,0.169893,0.8741892106082055,0.056630999999999994,0.004171233333333334,0.0016498666666666668,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,0.6515,0.0220273,0.09519779751157287,0.01101365,0.00292679,0.001666795,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,0.9985,0.0469739,0.20376494156234803,0.02348695,0.002122785,0.001860915,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,1.3765,0.0613465,0.34672337799358466,0.03067325,0.00269666,0.001424675,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,1.7825,0.0841156,0.5169884221643136,0.0420578,0.00402943,0.000983475,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,2.2735,0.0879743,0.7360727529778729,0.04398715,0.0052121,0.00275831,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,phi,0-80%,2,1.019461,3.1485,0.0998885,1.1449864682849844,0.04994425,0.0140462,0.00364401,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,0.285,0.0204075,0.08888497686978789,0.01020375,3.168515e-05,1.54297e-12,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,0.495,0.0404926,0.1873650012690055,0.0202463,3.852015e-05,3.44158e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,0.675,0.0592754,0.274854070669465,0.0296377,5.2999e-05,1.376555e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,0.885,0.0759822,0.37818380330366397,0.0379911,7.55915e-05,3.540295e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,1.065,0.0897911,0.4672680830285285,0.04489555,0.0001086075,3.0267e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,1.275,0.100898,0.5715230175165621,0.050449,0.000154742,2.644945e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,1.485,0.110136,0.6759870379513134,0.055068,0.000219693,4.792295e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,1.665,0.117802,0.7656345937536468,0.058901,0.0003145925,9.9533e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,1.875,0.121748,0.8703085361998139,0.060874,0.000447787,7.8076e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,2.085,0.127693,0.9750479129369508,0.0638465,0.000624275,2.045265e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,2.295,0.133237,1.079834839377093,0.0666185,0.000858565,2.95618e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,2.475,0.13354,1.1696809091921188,0.06677,0.00118497,2.41212e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,2.805,0.138953,1.334449907623912,0.0694765,0.00121477,0.0001005475,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi+,0-80%,2,0.13957039,3.465,0.139932,1.664119711112555,0.069966,0.002968395,0.000347421,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,0.285,0.0218633,0.08888497686978789,0.01093165,3.127695e-05,1.776815e-12,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,0.495,0.0414492,0.1873650012690055,0.0207246,3.81479e-05,3.57852e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,0.675,0.0604151,0.274854070669465,0.03020755,5.268e-05,2.81638e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,0.885,0.0773144,0.37818380330366397,0.0386572,7.52305e-05,3.901965e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,1.065,0.0910853,0.4672680830285285,0.04554265,0.0001078755,4.223165e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,1.275,0.1024,0.5715230175165621,0.0512,0.0001536345,1.14866e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,1.485,0.11233,0.6759870379513134,0.056165,0.000217754,3.136235e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,1.665,0.119006,0.7656345937536468,0.059503,0.0003106435,2.818075e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,1.875,0.124619,0.8703085361998139,0.0623095,0.0004406225,6.59025e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,2.085,0.132218,0.9750479129369508,0.066109,0.0006127,1.29709e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,2.295,0.131911,1.079834839377093,0.0659555,0.000844785,1.30375e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,2.475,0.140354,1.1696809091921188,0.070177,0.00115391,3.09266e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,2.805,0.138048,1.334449907623912,0.069024,0.00107256,0.000149916,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,pi-,0-80%,2,0.13957039,3.465,0.143187,1.664119711112555,0.0715935,0.00276273,0.00057813,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,0.315,0.00794503,0.017155001303492828,0.0026483433333333336,0.0002274126666666667,0.00039361333333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,0.495,0.016472,0.04085565731117713,0.005490666666666667,8.8594e-05,0.00025932766666666665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,0.705,0.0328142,0.07844868009576429,0.010938066666666668,7.538033333333333e-05,0.00026747033333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,0.885,0.0523477,0.11717538543437082,0.01744923333333333,7.6673e-05,0.00024825233333333334,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,1.095,0.0729255,0.16791109675656032,0.0243085,8.6387e-05,0.00020825566666666669,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,1.275,0.0922382,0.21491883338474152,0.03074606666666667,0.00010360133333333332,0.00011777466666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,1.485,0.109006,0.2727698936358162,0.03633533333333334,0.000129538,7.489533333333334e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,1.695,0.125281,0.3330306581781657,0.04176033333333334,0.000167644,2.0543466666666667e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,1.875,0.137722,0.3861290142652505,0.045907333333333335,0.00022271,2.3729433333333334e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,2.085,0.148279,0.449372657641073,0.04942633333333333,0.00028559766666666665,0.000159247,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,2.295,0.153932,0.5137062891943293,0.05131066666666667,0.00038414333333333336,0.00017164199999999998,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,2.475,0.163041,0.5695363343761369,0.054347,0.00053191,0.0003857866666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,2.685,0.168032,0.635315507863042,0.05601066666666666,0.0007515233333333333,9.39e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,2.955,0.175865,0.7207038934166631,0.05862166666666666,0.0008698866666666667,0.000198443,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
27.0,proton,0-80%,3,0.93827208816,3.435,0.180928,0.8741892106082055,0.06030933333333333,0.0016779766666666666,0.0008658199999999999,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,0.315,0.0131131,0.045967741535678314,0.00655655,0.0001222185,9.3593e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,0.495,0.0280332,0.1027119185124801,0.0140166,7.6962e-05,1.863165e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,0.705,0.0473805,0.18349334297963585,0.02369025,7.70595e-05,1.77448e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,0.885,0.0650401,0.25985222922469187,0.03252005,9.00905e-05,1.8446e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,1.095,0.0797504,0.35373247422556986,0.0398752,0.0001124815,4.516855e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,1.275,0.0919515,0.4367809080643483,0.04597575,0.0001452825,3.12596e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,1.485,0.101452,0.5356162878837794,0.050726,0.0001933775,7.796e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,1.695,0.108697,0.6358763435832775,0.0543485,0.0002619165,5.80495e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,1.875,0.114705,0.7226126308375734,0.0573525,0.0003598735,0.0001239875,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,2.085,0.120665,0.8244856783336405,0.0603325,0.00051665,0.000237848,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,2.265,0.121731,0.9122497171268287,0.0608655,0.00075679,0.000371496,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,2.475,0.128768,1.0150392655075196,0.064384,0.0011235,0.000820665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,2.685,0.123222,1.118165344347059,0.061611,0.00167473,0.00051209,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,2.955,0.127912,1.251138634365625,0.063956,0.00198003,0.00065248,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K+,0-80%,2,0.493677,3.345,0.134311,1.4437783977867962,0.0671555,0.0031841,0.001599695,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,0.315,0.0129623,0.045967741535678314,0.00648115,0.000137927,1.0797e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,0.495,0.02816,0.1027119185124801,0.01408,8.75565e-05,1.34383e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,0.705,0.0468495,0.18349334297963585,0.02342475,8.844e-05,1.334465e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,0.885,0.0647472,0.25985222922469187,0.0323736,0.0001042975,1.965745e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,1.095,0.0797767,0.35373247422556986,0.03988835,0.0001311265,4.75083e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,1.275,0.0927023,0.4367809080643483,0.04635115,0.0001709145,5.51895e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,1.485,0.102755,0.5356162878837794,0.0513775,0.0002305975,7.41845e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,1.695,0.109907,0.6358763435832775,0.0549535,0.000317507,7.2864e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,1.875,0.117535,0.7226126308375734,0.0587675,0.0004524695,0.000176599,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,2.085,0.120576,0.8244856783336405,0.060288,0.00065574,0.0002200805,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,2.265,0.121677,0.9122497171268287,0.0608385,0.000983135,0.0003983855,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,2.475,0.124428,1.0150392655075196,0.062214,0.00144913,0.000462578,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,2.685,0.126282,1.118165344347059,0.063141,0.00212987,0.000593665,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,2.955,0.144784,1.251138634365625,0.072392,0.0024528,0.000932055,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K-,0-80%,2,0.493677,3.345,0.139207,1.4437783977867962,0.0696035,0.0055422,0.00135132,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,0.3055,0.0134382,0.04314781703929993,0.0067191,0.0003263905,5.20985e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,0.5055,0.0293788,0.10585876283211842,0.0146894,0.0001934165,1.040625e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,0.7055,0.0462563,0.1828618943330096,0.02312815,0.0001637055,1.603945e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,0.9045,0.0635231,0.26736718363431433,0.03176155,0.0001733,1.557825e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,1.1055,0.0789044,0.3573601038825116,0.0394522,0.00020773,3.03896e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,1.2955,0.0918929,0.4450851537274083,0.04594645,0.000266229,6.3292e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,1.5055,0.102264,0.5439975898843987,0.051132,0.000354742,3.527195e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,1.7055,0.109131,0.6395000439038135,0.0545655,0.0004815285,1.16383e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,1.9055,0.117101,0.7358958452464914,0.0585505,0.000657005,0.000105142,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,2.1055,0.119991,0.8329461994811009,0.0599955,0.000893575,2.64204e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
39.0,K0S,0-80%,2,0.497611,2.3045,0.12474,0.9300007772696157,0.06237,0.001222385,5.2239e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,
