energy,particle,centrality,pt,v2,stat,syst,glob,nq,mass,mt_minus_m0_over_nq,v2_over_nq,stat_over_nq,syst_over_nq,glob_over_nq,source,source_doi,table,table_doi,extraction
19.6,pi-,0-80%,2.085,0.126703,0.00217798,0.000157668,0.0,2,0.13957039,0.9750479129369508,0.0633515,0.00108899,7.8834e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,pi-,0-80%,2.355,0.127578,0.00249147,0.000154485,0.0,2,0.13957039,1.1097809216044014,0.063789,0.001245735,7.72425e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,pi-,0-80%,2.805,0.134613,0.00449093,5.79237e-05,0.0,2,0.13957039,1.334449907623912,0.0673065,0.002245465,2.896185e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,pi-,0-80%,3.435,0.143151,0.012078,0.00137823,0.0,2,0.13957039,1.6491319709626848,0.0715755,0.006039,0.000689115,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,0.315,0.00600749,0.000948076,0.000396612,0.0,3,0.93827208816,0.017155001303492828,0.0020024966666666666,0.0003160253333333333,0.000132204,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,0.495,0.0168896,0.000369558,0.000449218,0.0,3,0.93827208816,0.04085565731117713,0.005629866666666667,0.00012318599999999998,0.00014973933333333332,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,0.705,0.0325285,0.000315547,0.00065233,0.0,3,0.93827208816,0.07844868009576429,0.010842833333333335,0.00010518233333333333,0.00021744333333333335,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,0.885,0.052604,0.000322681,0.000519428,0.0,3,0.93827208816,0.11717538543437082,0.017534666666666667,0.00010756033333333334,0.00017314266666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,1.095,0.0717285,0.000366482,0.000417611,0.0,3,0.93827208816,0.16791109675656032,0.0239095,0.00012216066666666668,0.00013920366666666668,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,1.275,0.090242,0.000444058,0.000191164,0.0,3,0.93827208816,0.21491883338474152,0.03008066666666667,0.00014801933333333334,6.372133333333333e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,1.485,0.106005,0.000562391,9.78303e-05,0.0,3,0.93827208816,0.2727698936358162,0.035335,0.00018746366666666666,3.26101e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,1.695,0.119548,0.000741484,0.000178328,0.0,3,0.93827208816,0.3330306581781657,0.039849333333333334,0.00024716133333333335,5.9442666666666666e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,1.875,0.131381,0.00101034,0.000416108,0.0,3,0.93827208816,0.3861290142652505,0.04379366666666667,0.00033678,0.00013870266666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,2.085,0.140943,0.00128781,0.000599754,0.0,3,0.93827208816,0.449372657641073,0.046981,0.00042927,0.000199918,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,2.295,0.148884,0.00175503,0.000222702,0.0,3,0.93827208816,0.5137062891943293,0.049628,0.0005850100000000001,7.4234e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,2.475,0.152717,0.00246738,0.000408789,0.0,3,0.93827208816,0.5695363343761369,0.05090566666666666,0.00082246,0.000136263,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,2.685,0.167373,0.00351355,0.00127857,0.0,3,0.93827208816,0.635315507863042,0.055791,0.0011711833333333333,0.00042618999999999996,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,2.955,0.167586,0.00412564,0.000910398,0.0,3,0.93827208816,0.7207038934166631,0.055862,0.0013752133333333333,0.000303466,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
19.6,proton,0-80%,3.345,0.174867,0.00863469,0.00540372,0.0,3,0.93827208816,0.8452763880556713,0.058289,0.0028782300000000003,0.00180124,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,0.315,0.0139658,0.000369429,1.00752e-05,0.0,2,0.493677,0.045967741535678314,0.0069829,0.0001847145,5.0376e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,0.495,0.0284135,0.000234884,3.01107e-05,0.0,2,0.493677,0.1027119185124801,0.01420675,0.000117442,1.505535e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,0.705,0.0466836,0.000238474,3.47001e-05,0.0,2,0.493677,0.18349334297963585,0.0233418,0.000119237,1.735005e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,0.885,0.0633981,0.000283337,4.48063e-05,0.0,2,0.493677,0.25985222922469187,0.03169905,0.0001416685,2.240315e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,1.095,0.0765928,0.000360682,1.68775e-05,0.0,2,0.493677,0.35373247422556986,0.0382964,0.000180341,8.43875e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,1.275,0.0883424,0.000470827,4.03604e-05,0.0,2,0.493677,0.4367809080643483,0.0441712,0.0002354135,2.01802e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,1.485,0.0980818,0.00062698,4.97413e-05,0.0,2,0.493677,0.5356162878837794,0.0490409,0.00031349,2.487065e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,1.695,0.104583,0.000855642,2.56516e-05,0.0,2,0.493677,0.6358763435832775,0.0522915,0.000427821,1.28258e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,1.875,0.11152,0.00118904,4.70023e-05,0.0,2,0.493677,0.7226126308375734,0.05576,0.00059452,2.350115e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,2.085,0.117711,0.00167376,0.000185265,0.0,2,0.493677,0.8244856783336405,0.0588555,0.00083688,9.26325e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,2.265,0.119196,0.00240471,0.000787361,0.0,2,0.493677,0.9122497171268287,0.059598,0.001202355,0.0003936805,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,2.475,0.118682,0.00356718,0.00112544,0.0,2,0.493677,1.0150392655075196,0.059341,0.00178359,0.00056272,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,2.805,0.124314,0.00423466,0.00143201,0.0,2,0.493677,1.177217501385567,0.062157,0.00211733,0.000716005,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K+,0-80%,3.465,0.106932,0.0126745,0.00674708,0.0,2,0.493677,1.5031573557328786,0.053466,0.00633725,0.00337354,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,0.315,0.012537,0.000436839,3.4777e-06,0.0,2,0.493677,0.045967741535678314,0.0062685,0.0002184195,1.73885e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,0.495,0.026693,0.000280824,2.45711e-05,0.0,2,0.493677,0.1027119185124801,0.0133465,0.000140412,1.228555e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,0.705,0.044647,0.000287405,6.38289e-05,0.0,2,0.493677,0.18349334297963585,0.0223235,0.0001437025,3.191445e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,0.885,0.0608321,0.000344485,4.37699e-05,0.0,2,0.493677,0.25985222922469187,0.03041605,0.0001722425,2.188495e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,1.095,0.0762363,0.000440569,1.59815e-05,0.0,2,0.493677,0.35373247422556986,0.03811815,0.0002202845,7.99075e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,1.275,0.087412,0.000578052,2.18038e-05,0.0,2,0.493677,0.4367809080643483,0.043706,0.000289026,1.09019e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,1.485,0.0989232,0.000775283,3.46742e-05,0.0,2,0.493677,0.5356162878837794,0.0494616,0.0003876415,1.73371e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,1.695,0.105773,0.00107023,3.33826e-05,0.0,2,0.493677,0.6358763435832775,0.0528865,0.000535115,1.66913e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,1.875,0.114272,0.00151357,4.76498e-05,0.0,2,0.493677,0.7226126308375734,0.057136,0.000756785,2.38249e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,2.085,0.119576,0.0021815,0.00026346,0.0,2,0.493677,0.8244856783336405,0.059788,0.00109075,0.00013173,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,2.265,0.123284,0.00317164,0.000128129,0.0,2,0.493677,0.9122497171268287,0.061642,0.00158582,6.40645e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,2.475,0.127067,0.00465061,0.000624623,0.0,2,0.493677,1.0150392655075196,0.0635335,0.002325305,0.0003123115,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,2.805,0.124691,0.00525826,0.00153874,0.0,2,0.493677,1.177217501385567,0.0623455,0.00262913,0.00076937,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K-,0-80%,3.435,0.125902,0.0145206,0.00365881,0.0,2,0.493677,1.4883086105016572,0.062951,0.0072603,0.001829405,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,0.3055,0.0122836,0.00100124,0.000229077,0.0,2,0.497611,0.04314781703929993,0.0061418,0.00050062,0.0001145385,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,0.5055,0.0268559,0.000597009,1.86152e-05,0.0,2,0.497611,0.10585876283211842,0.01342795,0.0002985045,9.3076e-06,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,0.7055,0.0446001,0.000508597,3.49978e-05,0.0,2,0.497611,0.1828618943330096,0.02230005,0.0002542985,1.74989e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,0.9045,0.0609426,0.000542948,5.05528e-05,0.0,2,0.497611,0.26736718363431433,0.0304713,0.000271474,2.52764e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,1.1055,0.0758444,0.000659749,9.82659e-05,0.0,2,0.497611,0.3573601038825116,0.0379222,0.0003298745,4.913295e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,1.2955,0.0872897,0.000856601,5.70328e-05,0.0,2,0.497611,0.4450851537274083,0.04364485,0.0004283005,2.85164e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,1.5055,0.0966202,0.00115403,0.000115308,0.0,2,0.497611,0.5439975898843987,0.0483101,0.000577015,5.7654e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,1.7045,0.104787,0.00158061,0.000549184,0.0,2,0.497611,0.639020068076438,0.0523935,0.000790305,0.000274592,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,1.9055,0.108056,0.00217902,0.000153481,0.0,2,0.497611,0.7358958452464914,0.054028,0.00108951,7.67405e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,2.1055,0.117038,0.00300181,0.000152831,0.0,2,0.497611,0.8329461994811009,0.058519,0.001500905,7.64155e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,2.3055,0.120009,0.00414592,0.00127955,0.0,2,0.497611,0.9304895179366697,0.0600045,0.00207296,0.000639775,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,2.5735,0.129502,0.004635,0.00148236,0.0,2,0.497611,1.0617782399152524,0.064751,0.0023175,0.00074118,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,K0S,0-80%,3.1325,0.124308,0.0075604,0.00345487,0.0,2,0.497611,1.3370832852968284,0.062154,0.0037802,0.001727435,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,0.3055,0.0133289,0.00661897,0.00498266,0.0,3,1.115683,0.013690187807262019,0.004442966666666667,0.002206323333333333,0.0016608866666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,0.5055,0.0161158,0.00164182,0.000913338,0.0,3,1.115683,0.036391896125173386,0.005371933333333333,0.0005472733333333333,0.000304446,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,0.7055,0.0291494,0.000952866,0.000371195,0.0,3,1.115683,0.06811561686842693,0.009716466666666666,0.000317622,0.00012373166666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,0.9055,0.0460425,0.000775487,0.000487965,0.0,3,1.115683,0.1070720081527418,0.0153475,0.00025849566666666667,0.000162655,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,1.1055,0.0655703,0.000745349,0.000277584,0.0,3,1.115683,0.151649022240438,0.021856766666666666,0.0002484496666666667,9.252799999999999e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,1.2945,0.0827845,0.000794458,0.000323618,0.0,3,1.115683,0.1977526144908822,0.027594833333333332,0.00026481933333333333,0.00010787266666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,1.5055,0.0987831,0.000917088,0.000316422,0.0,3,1.115683,0.25271921888106497,0.0329277,0.000305696,0.000105474,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,1.7055,0.112276,0.00110468,0.000424476,0.0,3,1.115683,0.3074418464520836,0.03742533333333333,0.0003682266666666667,0.000141492,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,1.9055,0.127772,0.00139865,0.000349718,0.0,3,1.115683,0.3641369768769653,0.042590666666666666,0.0004662166666666667,0.00011657266666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,2.1055,0.137315,0.00181795,0.00047027,0.0,3,1.115683,0.4223823331646963,0.04577166666666666,0.0006059833333333333,0.00015675666666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,2.3055,0.143278,0.00241154,0.00125169,0.0,3,1.115683,0.48186069310308216,0.04775933333333333,0.0008038466666666667,0.00041723,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,2.5055,0.154871,0.00324314,0.00116093,0.0,3,1.115683,0.5423314354330888,0.05162366666666667,0.0010810466666666665,0.0003869766666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,2.7055,0.162382,0.00438984,0.00131564,0.0,3,1.115683,0.6036100266141532,0.05412733333333333,0.00146328,0.0004385466666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,3.0055,0.166744,0.00486669,0.00117187,0.0,3,1.115683,0.6967381680174455,0.05558133333333334,0.00162223,0.0003906233333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambda,0-80%,3.5225,0.176065,0.00809287,0.00237993,0.0,3,1.115683,0.8597601459247723,0.058688333333333335,0.0026976233333333333,0.0007933100000000001,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,0.4925,0.0130979,0.00284593,0.000865994,0.0,3,1.115683,0.03462268920064234,0.004365966666666667,0.0009486433333333334,0.0002886646666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,0.7055,0.0205016,0.00175917,0.00115211,0.0,3,1.115683,0.06811561686842693,0.006833866666666666,0.00058639,0.0003840366666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,0.9045,0.0370018,0.00145078,0.000638951,0.0,3,1.115683,0.10686201927772543,0.012333933333333333,0.00048359333333333336,0.00021298366666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,1.1055,0.0536943,0.00141052,0.000268626,0.0,3,1.115683,0.151649022240438,0.0178981,0.0004701733333333333,8.9542e-05,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,1.2955,0.0751947,0.00151593,0.000566468,0.0,3,1.115683,0.1980051516139881,0.0250649,0.00050531,0.00018882266666666667,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,1.5055,0.087181,0.00174112,0.000641499,0.0,3,1.115683,0.25271921888106497,0.02906033333333333,0.0005803733333333334,0.000213833,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,1.7055,0.103576,0.00210858,0.0009196,0.0,3,1.115683,0.3074418464520836,0.03452533333333333,0.00070286,0.0003065333333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,1.9045,0.115427,0.0026382,0.000738738,0.0,3,1.115683,0.363849342328616,0.038475666666666665,0.0008793999999999999,0.000246246,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,2.1055,0.127988,0.00345766,0.00176912,0.0,3,1.115683,0.4223823331646963,0.04266266666666666,0.0011525533333333333,0.0005897066666666666,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
27.0,Lambdabar,0-80%,2.3055,0.135003,0.00458147,0.0014431,0.0,3,1.115683,0.48186069310308216,0.045001000000000006,0.0015271566666666665,0.0004810333333333333,0.0,"STAR PRC 93, 014907 (2016), STAR public data",10.1103/PhysRevC.93.014907,STAR public data 0-80% table,,STAR public C++ v2(pT) table; NCQ transform computed locally
